country_name_short,party_id,party_name_short,fb_page_created,year,fb_posts_n_yearly,fb_videos_n_yearly,fb_images_n_yearly
AUS,1253,ALP,2010-02-05,2010,328,39,0
AUS,1253,ALP,2010-02-05,2011,301,3,6
AUS,1253,ALP,2010-02-05,2012,186,2,28
AUS,1253,ALP,2010-02-05,2013,216,13,104
AUS,1253,ALP,2010-02-05,2014,340,51,135
AUS,1253,ALP,2010-02-05,2015,1212,296,191
AUS,1253,ALP,2010-02-05,2016,894,366,272
AUS,1253,ALP,2010-02-05,2017,559,220,215
AUS,1253,ALP,2010-02-05,2018,804,267,267
AUS,1253,ALP,2010-02-05,2019,1123,302,413
AUS,1253,ALP,2010-02-05,2020,773,149,553
AUS,1253,ALP,2010-02-05,2021,1379,206,1070
AUS,1253,ALP,2010-02-05,2022,1749,189,1424
AUS,1253,ALP,2010-02-05,2023,1431,103,1226
AUS,1411,LPA,2008-02-02,2008,54,0,0
AUS,1411,LPA,2008-02-02,2009,247,0,0
AUS,1411,LPA,2008-02-02,2010,186,0,0
AUS,1411,LPA,2008-02-02,2011,133,1,0
AUS,1411,LPA,2008-02-02,2012,161,0,3
AUS,1411,LPA,2008-02-02,2013,90,0,15
AUS,1411,LPA,2008-02-02,2014,108,18,44
AUS,1411,LPA,2008-02-02,2015,211,34,133
AUS,1411,LPA,2008-02-02,2016,307,89,149
AUS,1411,LPA,2008-02-02,2017,240,96,129
AUS,1411,LPA,2008-02-02,2018,402,123,195
AUS,1411,LPA,2008-02-02,2019,1254,408,673
AUS,1411,LPA,2008-02-02,2020,1015,377,587
AUS,1411,LPA,2008-02-02,2021,1354,253,1056
AUS,1411,LPA,2008-02-02,2022,1337,166,1000
AUS,1411,LPA,2008-02-02,2023,669,59,555
AUS,154,LNPQ,2011-03-31,2011,172,0,0
AUS,154,LNPQ,2011-03-31,2012,92,0,2
AUS,154,LNPQ,2011-03-31,2013,176,0,39
AUS,154,LNPQ,2011-03-31,2014,184,10,83
AUS,154,LNPQ,2011-03-31,2015,118,50,34
AUS,154,LNPQ,2011-03-31,2016,184,54,89
AUS,154,LNPQ,2011-03-31,2017,302,166,99
AUS,154,LNPQ,2011-03-31,2018,256,125,95
AUS,154,LNPQ,2011-03-31,2019,470,174,274
AUS,154,LNPQ,2011-03-31,2020,809,275,516
AUS,154,LNPQ,2011-03-31,2021,550,218,324
AUS,154,LNPQ,2011-03-31,2022,746,198,466
AUS,154,LNPQ,2011-03-31,2023,243,40,169
AUS,184,NCP|NPA,2009-11-09,2009,51,0,0
AUS,184,NCP|NPA,2009-11-09,2010,281,3,4
AUS,184,NCP|NPA,2009-11-09,2011,193,1,4
AUS,184,NCP|NPA,2009-11-09,2012,247,0,6
AUS,184,NCP|NPA,2009-11-09,2013,228,6,31
AUS,184,NCP|NPA,2009-11-09,2014,58,9,16
AUS,184,NCP|NPA,2009-11-09,2015,272,30,159
AUS,184,NCP|NPA,2009-11-09,2016,258,42,127
AUS,184,NCP|NPA,2009-11-09,2017,354,128,163
AUS,184,NCP|NPA,2009-11-09,2018,301,81,167
AUS,184,NCP|NPA,2009-11-09,2019,329,57,215
AUS,184,NCP|NPA,2009-11-09,2020,100,22,54
AUS,184,NCP|NPA,2009-11-09,2021,51,16,31
AUS,184,NCP|NPA,2009-11-09,2022,163,38,113
AUS,184,NCP|NPA,2009-11-09,2023,219,39,171
AUS,215,CouLP,2012-02-04,2012,253,2,71
AUS,215,CouLP,2012-02-04,2013,35,0,13
AUS,215,CouLP,2012-02-04,2014,49,2,14
AUS,215,CouLP,2012-02-04,2015,213,20,115
AUS,215,CouLP,2012-02-04,2016,202,66,103
AUS,215,CouLP,2012-02-04,2017,96,23,63
AUS,215,CouLP,2012-02-04,2018,119,20,69
AUS,215,CouLP,2012-02-04,2019,308,98,159
AUS,215,CouLP,2012-02-04,2020,100,18,76
AUS,215,CouLP,2012-02-04,2021,201,18,175
AUS,215,CouLP,2012-02-04,2022,178,27,135
AUS,215,CouLP,2012-02-04,2023,170,51,111
AUS,2258,Katter,2013-06-28,2013,50,1,4
AUS,2258,Katter,2013-06-28,2014,287,3,15
AUS,2258,Katter,2013-06-28,2015,165,16,64
AUS,2258,Katter,2013-06-28,2016,211,28,134
AUS,2258,Katter,2013-06-28,2017,89,20,51
AUS,2258,Katter,2013-06-28,2018,275,51,186
AUS,2258,Katter,2013-06-28,2019,278,79,175
AUS,2258,Katter,2013-06-28,2020,298,14,264
AUS,2258,Katter,2013-06-28,2021,368,12,330
AUS,2258,Katter,2013-06-28,2022,418,78,294
AUS,2258,Katter,2013-06-28,2023,347,29,280
AUS,751,AG,2007-11-13,2008,1,1,0
AUS,751,AG,2007-11-13,2009,99,2,38
AUS,751,AG,2007-11-13,2010,314,1,18
AUS,751,AG,2007-11-13,2011,211,1,0
AUS,751,AG,2007-11-13,2012,695,4,179
AUS,751,AG,2007-11-13,2013,666,5,175
AUS,751,AG,2007-11-13,2014,645,20,179
AUS,751,AG,2007-11-13,2015,1035,86,324
AUS,751,AG,2007-11-13,2016,1063,159,274
AUS,751,AG,2007-11-13,2017,1118,265,258
AUS,751,AG,2007-11-13,2018,801,160,262
AUS,751,AG,2007-11-13,2019,1017,244,400
AUS,751,AG,2007-11-13,2020,885,133,542
AUS,751,AG,2007-11-13,2021,626,63,428
AUS,751,AG,2007-11-13,2022,849,100,546
AUS,751,AG,2007-11-13,2023,451,50,314
AUT,1013,OVP,2008-05-29,2009,6,0,0
AUT,1013,OVP,2008-05-29,2010,18,0,1
AUT,1013,OVP,2008-05-29,2011,21,0,5
AUT,1013,OVP,2008-05-29,2012,33,0,14
AUT,1013,OVP,2008-05-29,2013,35,0,22
AUT,1013,OVP,2008-05-29,2014,25,0,19
AUT,1013,OVP,2008-05-29,2015,3,0,2
AUT,1013,OVP,2008-05-29,2016,36,8,23
AUT,1013,OVP,2008-05-29,2017,838,322,316
AUT,1013,OVP,2008-05-29,2018,1000,390,400
AUT,1013,OVP,2008-05-29,2019,856,407,310
AUT,1013,OVP,2008-05-29,2020,626,231,337
AUT,1013,OVP,2008-05-29,2021,394,117,229
AUT,1013,OVP,2008-05-29,2022,458,135,298
AUT,1013,OVP,2008-05-29,2023,1072,389,611
AUT,1429,Gruene,2008-07-27,2008,2,2,0
AUT,1429,Gruene,2008-07-27,2009,40,0,0
AUT,1429,Gruene,2008-07-27,2010,406,0,11
AUT,1429,Gruene,2008-07-27,2011,557,4,25
AUT,1429,Gruene,2008-07-27,2012,417,1,57
AUT,1429,Gruene,2008-07-27,2013,291,7,69
AUT,1429,Gruene,2008-07-27,2014,316,5,126
AUT,1429,Gruene,2008-07-27,2015,446,65,258
AUT,1429,Gruene,2008-07-27,2016,487,116,245
AUT,1429,Gruene,2008-07-27,2017,738,248,398
AUT,1429,Gruene,2008-07-27,2018,606,220,295
AUT,1429,Gruene,2008-07-27,2019,916,340,504
AUT,1429,Gruene,2008-07-27,2020,1275,460,734
AUT,1429,Gruene,2008-07-27,2021,816,333,465
AUT,1429,Gruene,2008-07-27,2022,703,181,519
AUT,1429,Gruene,2008-07-27,2023,645,176,468
AUT,2255,NEOS,2012-09-09,2012,77,22,4
AUT,2255,NEOS,2012-09-09,2013,469,101,20
AUT,2255,NEOS,2012-09-09,2014,329,53,67
AUT,2255,NEOS,2012-09-09,2015,396,96,165
AUT,2255,NEOS,2012-09-09,2016,707,238,288
AUT,2255,NEOS,2012-09-09,2017,836,356,284
AUT,2255,NEOS,2012-09-09,2018,581,291,228
AUT,2255,NEOS,2012-09-09,2019,1063,497,442
AUT,2255,NEOS,2012-09-09,2020,1073,535,428
AUT,2255,NEOS,2012-09-09,2021,848,386,415
AUT,2255,NEOS,2012-09-09,2022,602,236,351
AUT,2255,NEOS,2012-09-09,2023,394,190,189
AUT,50,FPO,2012-11-15,2012,27,0,0
AUT,50,FPO,2012-11-15,2013,422,4,3
AUT,50,FPO,2012-11-15,2014,229,1,10
AUT,50,FPO,2012-11-15,2015,174,83,10
AUT,50,FPO,2012-11-15,2016,665,242,208
AUT,50,FPO,2012-11-15,2017,943,293,397
AUT,50,FPO,2012-11-15,2018,1296,680,433
AUT,50,FPO,2012-11-15,2019,1654,739,646
AUT,50,FPO,2012-11-15,2020,1731,843,661
AUT,50,FPO,2012-11-15,2021,1707,1044,449
AUT,50,FPO,2012-11-15,2022,1616,971,455
AUT,50,FPO,2012-11-15,2023,1274,635,419
AUT,973,SPO,2009-02-03,2009,208,9,2
AUT,973,SPO,2009-02-03,2010,571,2,1
AUT,973,SPO,2009-02-03,2011,367,21,2
AUT,973,SPO,2009-02-03,2012,248,4,3
AUT,973,SPO,2009-02-03,2013,481,3,39
AUT,973,SPO,2009-02-03,2014,362,2,65
AUT,973,SPO,2009-02-03,2015,317,13,103
AUT,973,SPO,2009-02-03,2016,679,110,321
AUT,973,SPO,2009-02-03,2017,1708,431,660
AUT,973,SPO,2009-02-03,2018,1051,238,519
AUT,973,SPO,2009-02-03,2019,1126,209,793
AUT,973,SPO,2009-02-03,2020,971,266,513
AUT,973,SPO,2009-02-03,2021,1400,343,830
AUT,973,SPO,2009-02-03,2022,960,322,547
AUT,973,SPO,2009-02-03,2023,509,165,329
BEL,1110,PVV|VLD,2009-02-09,2009,184,17,10
BEL,1110,PVV|VLD,2009-02-09,2011,61,3,2
BEL,1110,PVV|VLD,2009-02-09,2012,218,10,9
BEL,1110,PVV|VLD,2009-02-09,2013,333,8,35
BEL,1110,PVV|VLD,2009-02-09,2014,167,3,36
BEL,1110,PVV|VLD,2009-02-09,2015,338,9,108
BEL,1110,PVV|VLD,2009-02-09,2016,458,77,150
BEL,1110,PVV|VLD,2009-02-09,2017,714,188,336
BEL,1110,PVV|VLD,2009-02-09,2018,448,115,287
BEL,1110,PVV|VLD,2009-02-09,2019,620,210,328
BEL,1110,PVV|VLD,2009-02-09,2020,663,118,537
BEL,1110,PVV|VLD,2009-02-09,2021,349,69,279
BEL,1110,PVV|VLD,2009-02-09,2022,334,57,276
BEL,1110,PVV|VLD,2009-02-09,2023,466,116,349
BEL,1113,SPa+Spi,2009-03-16,2016,4,0,0
BEL,1113,SPa+Spi,2009-03-16,2018,382,127,190
BEL,1113,SPa+Spi,2009-03-16,2019,603,174,333
BEL,1113,SPa+Spi,2009-03-16,2020,997,249,723
BEL,1113,SPa+Spi,2009-03-16,2021,815,153,619
BEL,1113,SPa+Spi,2009-03-16,2022,657,128,519
BEL,1113,SPa+Spi,2009-03-16,2023,674,140,527
BEL,1192,PSC-CDH,2020-01-01,2022,542,191,246
BEL,1192,PSC-CDH,2020-01-01,2023,531,190,296
BEL,1378,PS,2012-11-26,2013,258,33,51
BEL,1378,PS,2012-11-26,2014,88,29,36
BEL,1378,PS,2012-11-26,2015,237,32,174
BEL,1378,PS,2012-11-26,2016,342,69,202
BEL,1378,PS,2012-11-26,2017,237,76,125
BEL,1378,PS,2012-11-26,2018,345,133,135
BEL,1378,PS,2012-11-26,2019,438,185,171
BEL,1378,PS,2012-11-26,2020,445,171,253
BEL,1378,PS,2012-11-26,2021,540,150,377
BEL,1378,PS,2012-11-26,2022,490,100,325
BEL,1378,PS,2012-11-26,2023,400,50,328
BEL,1594,AGL-Gr,2009-05-27,2009,217,8,3
BEL,1594,AGL-Gr,2009-05-27,2011,453,15,9
BEL,1594,AGL-Gr,2009-05-27,2012,577,33,44
BEL,1594,AGL-Gr,2009-05-27,2013,570,10,45
BEL,1594,AGL-Gr,2009-05-27,2014,772,21,50
BEL,1594,AGL-Gr,2009-05-27,2015,1060,50,188
BEL,1594,AGL-Gr,2009-05-27,2016,1048,123,280
BEL,1594,AGL-Gr,2009-05-27,2017,785,138,167
BEL,1594,AGL-Gr,2009-05-27,2018,575,134,159
BEL,1594,AGL-Gr,2009-05-27,2019,718,139,222
BEL,1594,AGL-Gr,2009-05-27,2020,767,122,558
BEL,1594,AGL-Gr,2009-05-27,2021,491,65,422
BEL,1594,AGL-Gr,2009-05-27,2022,489,98,391
BEL,1594,AGL-Gr,2009-05-27,2023,433,37,396
BEL,161,Ecolo,2008-12-03,2011,166,6,1
BEL,161,Ecolo,2008-12-03,2012,334,18,2
BEL,161,Ecolo,2008-12-03,2013,360,23,3
BEL,161,Ecolo,2008-12-03,2014,411,42,16
BEL,161,Ecolo,2008-12-03,2015,480,29,61
BEL,161,Ecolo,2008-12-03,2016,655,66,258
BEL,161,Ecolo,2008-12-03,2017,546,119,169
BEL,161,Ecolo,2008-12-03,2018,418,190,91
BEL,161,Ecolo,2008-12-03,2019,428,115,114
BEL,161,Ecolo,2008-12-03,2020,550,134,378
BEL,161,Ecolo,2008-12-03,2021,328,43,285
BEL,161,Ecolo,2008-12-03,2022,211,24,186
BEL,161,Ecolo,2008-12-03,2023,192,27,164
BEL,256,PA-PTB,2009-03-04,2009,25,1,0
BEL,256,PA-PTB,2009-03-04,2011,207,8,10
BEL,256,PA-PTB,2009-03-04,2012,503,7,5
BEL,256,PA-PTB,2009-03-04,2013,535,13,34
BEL,256,PA-PTB,2009-03-04,2014,697,16,60
BEL,256,PA-PTB,2009-03-04,2015,700,41,212
BEL,256,PA-PTB,2009-03-04,2016,841,78,369
BEL,256,PA-PTB,2009-03-04,2017,693,75,275
BEL,256,PA-PTB,2009-03-04,2018,813,132,298
BEL,256,PA-PTB,2009-03-04,2019,773,193,317
BEL,256,PA-PTB,2009-03-04,2020,916,264,549
BEL,256,PA-PTB,2009-03-04,2021,1054,250,696
BEL,256,PA-PTB,2009-03-04,2022,871,224,557
BEL,256,PA-PTB,2009-03-04,2023,714,208,440
BEL,438,Pp,2012-12-02,2013,837,2,4
BEL,438,Pp,2012-12-02,2014,1197,2,184
BEL,438,Pp,2012-12-02,2015,1174,25,74
BEL,438,Pp,2012-12-02,2016,1520,81,23
BEL,438,Pp,2012-12-02,2017,1296,42,57
BEL,438,Pp,2012-12-02,2018,1084,85,79
BEL,438,Pp,2012-12-02,2019,557,52,70
BEL,438,Pp,2012-12-02,2020,3,0,2
BEL,438,Pp,2012-12-02,2022,1,0,0
BEL,501,N-VA,2010-02-15,2011,134,0,4
BEL,501,N-VA,2010-02-15,2012,220,3,40
BEL,501,N-VA,2010-02-15,2013,293,11,55
BEL,501,N-VA,2010-02-15,2014,467,21,73
BEL,501,N-VA,2010-02-15,2015,332,7,39
BEL,501,N-VA,2010-02-15,2016,335,31,64
BEL,501,N-VA,2010-02-15,2017,388,76,77
BEL,501,N-VA,2010-02-15,2018,382,119,104
BEL,501,N-VA,2010-02-15,2019,406,175,164
BEL,501,N-VA,2010-02-15,2020,466,196,267
BEL,501,N-VA,2010-02-15,2021,388,178,207
BEL,501,N-VA,2010-02-15,2022,484,274,210
BEL,501,N-VA,2010-02-15,2023,381,233,148
BEL,723,CVP|CD&V,2009-01-01,2009,3,0,0
BEL,723,CVP|CD&V,2009-01-01,2011,183,11,5
BEL,723,CVP|CD&V,2009-01-01,2012,217,3,23
BEL,723,CVP|CD&V,2009-01-01,2013,294,6,28
BEL,723,CVP|CD&V,2009-01-01,2014,303,30,61
BEL,723,CVP|CD&V,2009-01-01,2015,363,11,190
BEL,723,CVP|CD&V,2009-01-01,2016,347,30,247
BEL,723,CVP|CD&V,2009-01-01,2017,275,54,172
BEL,723,CVP|CD&V,2009-01-01,2018,509,146,276
BEL,723,CVP|CD&V,2009-01-01,2019,286,103,147
BEL,723,CVP|CD&V,2009-01-01,2020,320,53,232
BEL,723,CVP|CD&V,2009-01-01,2021,413,109,290
BEL,723,CVP|CD&V,2009-01-01,2022,370,91,279
BEL,723,CVP|CD&V,2009-01-01,2023,518,133,384
BEL,915,MR,2010-01-04,2011,436,15,42
BEL,915,MR,2010-01-04,2012,540,35,14
BEL,915,MR,2010-01-04,2013,640,60,14
BEL,915,MR,2010-01-04,2014,609,53,6
BEL,915,MR,2010-01-04,2015,851,57,100
BEL,915,MR,2010-01-04,2016,710,67,183
BEL,915,MR,2010-01-04,2017,544,115,205
BEL,915,MR,2010-01-04,2018,321,55,141
BEL,915,MR,2010-01-04,2019,496,105,240
BEL,915,MR,2010-01-04,2020,413,143,200
BEL,915,MR,2010-01-04,2021,407,145,261
BEL,915,MR,2010-01-04,2022,445,132,284
BEL,915,MR,2010-01-04,2023,454,155,287
BEL,969,FDF,2011-03-08,2011,174,7,0
BEL,969,FDF,2011-03-08,2012,367,14,4
BEL,969,FDF,2011-03-08,2013,337,18,3
BEL,969,FDF,2011-03-08,2014,332,12,2
BEL,969,FDF,2011-03-08,2015,251,7,11
BEL,969,FDF,2011-03-08,2016,455,24,45
BEL,969,FDF,2011-03-08,2017,831,118,163
BEL,969,FDF,2011-03-08,2018,1095,151,260
BEL,969,FDF,2011-03-08,2019,546,113,168
BEL,969,FDF,2011-03-08,2020,488,172,114
BEL,969,FDF,2011-03-08,2021,404,200,116
BEL,969,FDF,2011-03-08,2022,339,155,107
BEL,969,FDF,2011-03-08,2023,449,156,166
BEL,993,VB,2009-01-02,2013,653,7,5
BEL,993,VB,2009-01-02,2014,787,5,7
BEL,993,VB,2009-01-02,2015,734,20,300
BEL,993,VB,2009-01-02,2016,814,89,268
BEL,993,VB,2009-01-02,2017,619,91,217
BEL,993,VB,2009-01-02,2018,948,194,392
BEL,993,VB,2009-01-02,2019,917,268,318
BEL,993,VB,2009-01-02,2020,837,336,385
BEL,993,VB,2009-01-02,2021,1139,476,543
BEL,993,VB,2009-01-02,2022,1218,502,659
BEL,993,VB,2009-01-02,2023,1398,573,810
BGR,1286,DPS,2014-02-12,2014,311,0,9
BGR,1286,DPS,2014-02-12,2015,514,4,62
BGR,1286,DPS,2014-02-12,2016,588,35,237
BGR,1286,DPS,2014-02-12,2017,622,281,208
BGR,1286,DPS,2014-02-12,2018,1042,321,452
BGR,1286,DPS,2014-02-12,2019,796,270,475
BGR,1286,DPS,2014-02-12,2020,450,281,158
BGR,1286,DPS,2014-02-12,2021,1184,623,428
BGR,1286,DPS,2014-02-12,2022,1595,656,218
BGR,1286,DPS,2014-02-12,2023,1213,319,385
BGR,1375,BNS,2019-07-02,2022,137,16,55
BGR,1375,BNS,2019-07-02,2023,108,15,50
BGR,1541,GERB,2009-05-17,2009,268,9,0
BGR,1541,GERB,2009-05-17,2011,937,0,0
BGR,1541,GERB,2009-05-17,2012,129,1,0
BGR,1541,GERB,2009-05-17,2013,307,3,0
BGR,1541,GERB,2009-05-17,2014,1166,10,224
BGR,1541,GERB,2009-05-17,2015,1507,29,854
BGR,1541,GERB,2009-05-17,2016,1328,112,449
BGR,1541,GERB,2009-05-17,2017,2013,114,559
BGR,1541,GERB,2009-05-17,2018,1033,111,375
BGR,1541,GERB,2009-05-17,2019,405,92,133
BGR,1541,GERB,2009-05-17,2020,291,116,107
BGR,1541,GERB,2009-05-17,2021,659,320,301
BGR,1541,GERB,2009-05-17,2022,835,268,394
BGR,1541,GERB,2009-05-17,2023,808,185,533
BGR,2364,ABV,2011-03-28,2011,5,0,0
BGR,2364,ABV,2011-03-28,2014,49,0,14
BGR,2364,ABV,2011-03-28,2015,530,4,526
BGR,2364,ABV,2011-03-28,2016,593,13,4
BGR,2364,ABV,2011-03-28,2017,558,13,20
BGR,2364,ABV,2011-03-28,2019,26,0,12
BGR,2364,ABV,2011-03-28,2020,839,155,192
BGR,2364,ABV,2011-03-28,2021,491,154,165
BGR,2364,ABV,2011-03-28,2022,285,55,92
BGR,2364,ABV,2011-03-28,2023,446,271,156
BGR,2637,Volya,2016-06-01,2016,60,3,31
BGR,2637,Volya,2016-06-01,2017,222,23,44
BGR,2637,Volya,2016-06-01,2018,175,35,55
BGR,2637,Volya,2016-06-01,2019,524,97,244
BGR,2637,Volya,2016-06-01,2020,545,140,272
BGR,2637,Volya,2016-06-01,2021,255,38,99
BGR,2638,DaB,2016-12-08,2016,72,4,21
BGR,2638,DaB,2016-12-08,2017,565,163,135
BGR,2638,DaB,2016-12-08,2018,402,76,67
BGR,2638,DaB,2016-12-08,2019,831,151,336
BGR,2638,DaB,2016-12-08,2020,999,432,238
BGR,2638,DaB,2016-12-08,2021,1319,639,621
BGR,2638,DaB,2016-12-08,2022,983,318,603
BGR,2638,DaB,2016-12-08,2023,580,95,411
BGR,2640,R,2016-09-03,2016,79,4,41
BGR,2640,R,2016-09-03,2017,470,37,187
BGR,2640,R,2016-09-03,2018,454,40,188
BGR,2640,R,2016-09-03,2019,993,163,441
BGR,2640,R,2016-09-03,2020,1263,259,555
BGR,2640,R,2016-09-03,2021,3348,1542,1214
BGR,2640,R,2016-09-03,2022,2253,897,748
BGR,2640,R,2016-09-03,2023,1599,592,600
BGR,2836,ITN,2020-01-26,2020,369,98,147
BGR,2836,ITN,2020-01-26,2021,462,201,131
BGR,2836,ITN,2020-01-26,2022,348,165,44
BGR,2836,ITN,2020-01-26,2023,439,305,83
BGR,2838,IS,2012-11-12,2012,39,0,1
BGR,2838,IS,2012-11-12,2013,191,0,4
BGR,2838,IS,2012-11-12,2014,59,1,9
BGR,2838,IS,2012-11-12,2015,50,1,24
BGR,2838,IS,2012-11-12,2016,163,9,138
BGR,2838,IS,2012-11-12,2017,182,16,139
BGR,2838,IS,2012-11-12,2018,204,10,167
BGR,2838,IS,2012-11-12,2019,504,182,225
BGR,2838,IS,2012-11-12,2020,926,530,298
BGR,2838,IS,2012-11-12,2021,1371,759,423
BGR,2838,IS,2012-11-12,2022,839,335,323
BGR,2838,IS,2012-11-12,2023,680,182,294
BGR,2847,PP,2021-09-17,2021,258,126,38
BGR,2847,PP,2021-09-17,2022,1175,509,492
BGR,2847,PP,2021-09-17,2023,1171,530,513
BGR,2871,BV,2022-05-06,2022,258,57,125
BGR,2871,BV,2022-05-06,2023,176,42,87
BGR,535,Ataka,2010-01-08,2011,145,0,6
BGR,535,Ataka,2010-01-08,2012,157,1,17
BGR,535,Ataka,2010-01-08,2013,425,5,40
BGR,535,Ataka,2010-01-08,2014,323,10,43
BGR,535,Ataka,2010-01-08,2015,159,10,27
BGR,535,Ataka,2010-01-08,2016,225,95,36
BGR,535,Ataka,2010-01-08,2017,529,223,136
BGR,535,Ataka,2010-01-08,2018,427,177,100
BGR,535,Ataka,2010-01-08,2019,509,298,95
BGR,535,Ataka,2010-01-08,2020,66,40,14
BGR,535,Ataka,2010-01-08,2021,279,203,32
BGR,535,Ataka,2010-01-08,2022,49,1,2
BGR,535,Ataka,2010-01-08,2023,2,0,0
BGR,57,DSB|DB,2018-04-11,2018,382,81,71
BGR,57,DSB|DB,2018-04-11,2019,819,227,271
BGR,57,DSB|DB,2018-04-11,2020,610,140,154
BGR,57,DSB|DB,2018-04-11,2021,1166,391,598
BGR,57,DSB|DB,2018-04-11,2022,1128,218,781
BGR,57,DSB|DB,2018-04-11,2023,453,78,348
BGR,982,BSP,2017-01-03,2017,2674,751,1256
BGR,982,BSP,2017-01-03,2018,3205,979,1602
BGR,982,BSP,2017-01-03,2019,2738,843,1346
BGR,982,BSP,2017-01-03,2020,2720,1007,1276
BGR,982,BSP,2017-01-03,2021,2173,214,244
BGR,982,BSP,2017-01-03,2022,2775,49,947
BGR,982,BSP,2017-01-03,2023,2188,35,1020
CAN,1255,CPC,2007-11-13,2008,57,0,0
CAN,1255,CPC,2007-11-13,2009,56,0,0
CAN,1255,CPC,2007-11-13,2011,117,0,0
CAN,1255,CPC,2007-11-13,2012,79,0,0
CAN,1255,CPC,2007-11-13,2013,79,0,13
CAN,1255,CPC,2007-11-13,2014,163,0,15
CAN,1255,CPC,2007-11-13,2015,923,155,571
CAN,1255,CPC,2007-11-13,2016,794,159,279
CAN,1255,CPC,2007-11-13,2017,995,333,368
CAN,1255,CPC,2007-11-13,2018,957,356,500
CAN,1255,CPC,2007-11-13,2019,1859,430,1333
CAN,1255,CPC,2007-11-13,2020,1271,353,646
CAN,1255,CPC,2007-11-13,2021,2484,530,1480
CAN,1255,CPC,2007-11-13,2022,558,144,386
CAN,1255,CPC,2007-11-13,2023,378,146,177
CAN,1259,GPC,2007-11-07,2008,9,0,0
CAN,1259,GPC,2007-11-07,2009,37,0,0
CAN,1259,GPC,2007-11-07,2011,433,0,2
CAN,1259,GPC,2007-11-07,2012,500,2,3
CAN,1259,GPC,2007-11-07,2013,262,1,11
CAN,1259,GPC,2007-11-07,2014,487,10,15
CAN,1259,GPC,2007-11-07,2015,960,110,342
CAN,1259,GPC,2007-11-07,2016,685,42,44
CAN,1259,GPC,2007-11-07,2017,655,41,44
CAN,1259,GPC,2007-11-07,2018,588,53,55
CAN,1259,GPC,2007-11-07,2019,524,65,263
CAN,1259,GPC,2007-11-07,2020,309,52,206
CAN,1259,GPC,2007-11-07,2021,310,83,180
CAN,1259,GPC,2007-11-07,2022,117,7,31
CAN,1259,GPC,2007-11-07,2023,192,18,143
CAN,296,CCF|NDP,2011-03-17,2011,172,1,0
CAN,296,CCF|NDP,2011-03-17,2012,339,0,1
CAN,296,CCF|NDP,2011-03-17,2013,315,0,54
CAN,296,CCF|NDP,2011-03-17,2014,276,10,101
CAN,296,CCF|NDP,2011-03-17,2015,1174,145,418
CAN,296,CCF|NDP,2011-03-17,2016,98,3,23
CAN,296,CCF|NDP,2011-03-17,2017,296,57,121
CAN,296,CCF|NDP,2011-03-17,2018,1009,116,410
CAN,296,CCF|NDP,2011-03-17,2019,665,252,219
CAN,296,CCF|NDP,2011-03-17,2020,258,84,90
CAN,296,CCF|NDP,2011-03-17,2021,682,165,250
CAN,296,CCF|NDP,2011-03-17,2022,370,45,155
CAN,296,CCF|NDP,2011-03-17,2023,442,91,272
CAN,368,LP,2009-03-09,2009,119,1,4
CAN,368,LP,2009-03-09,2011,158,9,12
CAN,368,LP,2009-03-09,2012,161,2,27
CAN,368,LP,2009-03-09,2013,514,0,96
CAN,368,LP,2009-03-09,2014,421,34,62
CAN,368,LP,2009-03-09,2015,866,156,388
CAN,368,LP,2009-03-09,2016,748,172,295
CAN,368,LP,2009-03-09,2017,667,177,226
CAN,368,LP,2009-03-09,2018,663,164,357
CAN,368,LP,2009-03-09,2019,1253,328,601
CAN,368,LP,2009-03-09,2020,1004,243,461
CAN,368,LP,2009-03-09,2021,1444,301,654
CAN,368,LP,2009-03-09,2022,1016,149,491
CAN,368,LP,2009-03-09,2023,1378,394,536
CAN,448,BQ,2011-11-19,2012,60,1,1
CAN,448,BQ,2011-11-19,2013,229,0,11
CAN,448,BQ,2011-11-19,2014,484,25,28
CAN,448,BQ,2011-11-19,2015,760,24,312
CAN,448,BQ,2011-11-19,2016,761,140,291
CAN,448,BQ,2011-11-19,2017,358,79,179
CAN,448,BQ,2011-11-19,2018,275,65,158
CAN,448,BQ,2011-11-19,2019,425,109,211
CAN,448,BQ,2011-11-19,2020,459,94,246
CAN,448,BQ,2011-11-19,2021,468,108,331
CAN,448,BQ,2011-11-19,2022,440,137,293
CAN,448,BQ,2011-11-19,2023,277,58,219
CHE,1213,BDP,2011-06-07,2011,58,3,4
CHE,1213,BDP,2011-06-07,2012,193,4,7
CHE,1213,BDP,2011-06-07,2013,489,10,48
CHE,1213,BDP,2011-06-07,2014,470,19,41
CHE,1213,BDP,2011-06-07,2015,427,19,50
CHE,1213,BDP,2011-06-07,2016,215,10,43
CHE,1213,BDP,2011-06-07,2017,210,47,69
CHE,1213,BDP,2011-06-07,2018,371,36,215
CHE,1213,BDP,2011-06-07,2019,440,88,203
CHE,1213,BDP,2011-06-07,2020,131,26,66
CHE,1226,S,2009-11-01,2009,2,0,0
CHE,1226,S,2009-11-01,2014,18,1,7
CHE,1226,S,2009-11-01,2015,204,25,85
CHE,1226,S,2009-11-01,2016,320,29,45
CHE,1226,S,2009-11-01,2017,72,18,27
CHE,1226,S,2009-11-01,2018,52,19,11
CHE,1226,S,2009-11-01,2019,24,6,5
CHE,1226,S,2009-11-01,2020,151,15,10
