country_name_short,party_id,party_name_short,insta_page_created,year,insta_posts_n_yearly,insta_type_img_n_yearly,insta_type_vid_n_yearly,insta_type_car_n_yearly
POL,664,PSL,2017-08-25,2021,283,237,11,35
POL,664,PSL,2017-08-25,2022,255,190,8,57
POL,664,PSL,2017-08-25,2023,316,30,170,116
POL,900,MN,2015-05-26,2015,82,75,7,0
POL,900,MN,2015-05-26,2016,35,34,1,0
POL,900,MN,2015-05-26,2017,64,35,28,1
POL,900,MN,2015-05-26,2018,56,38,16,2
POL,900,MN,2015-05-26,2019,78,43,18,17
POL,900,MN,2015-05-26,2020,104,51,15,38
POL,900,MN,2015-05-26,2021,62,32,12,18
POL,900,MN,2015-05-26,2022,46,22,8,16
POL,900,MN,2015-05-26,2023,73,29,30,14
PRT,107,PPM,2019-02-02,2019,8,8,0,0
PRT,107,PPM,2019-02-02,2020,5,4,0,1
PRT,107,PPM,2019-02-02,2021,2,2,0,0
PRT,107,PPM,2019-02-02,2022,1,1,0,0
PRT,107,PPM,2019-02-02,2023,3,1,2,0
PRT,1273,PSD,2013-12-13,2013,11,11,0,0
PRT,1273,PSD,2013-12-13,2014,120,120,0,0
PRT,1273,PSD,2013-12-13,2015,493,455,38,0
PRT,1273,PSD,2013-12-13,2016,518,513,5,0
PRT,1273,PSD,2013-12-13,2017,178,174,0,4
PRT,1273,PSD,2013-12-13,2018,136,58,1,77
PRT,1273,PSD,2013-12-13,2019,143,47,19,77
PRT,1273,PSD,2013-12-13,2020,69,6,0,63
PRT,1273,PSD,2013-12-13,2021,271,133,81,57
PRT,1273,PSD,2013-12-13,2022,399,136,114,149
PRT,1273,PSD,2013-12-13,2023,564,113,168,283
PRT,1295,CDU,2015-09-21,2015,42,42,0,0
PRT,1295,CDU,2015-09-21,2018,1,1,0,0
PRT,1295,CDU,2015-09-21,2019,591,434,48,109
PRT,1295,CDU,2015-09-21,2021,334,106,81,147
PRT,1295,CDU,2015-09-21,2022,197,46,92,59
PRT,1295,CDU,2015-09-21,2023,49,2,21,26
PRT,1535,PEV,2019-06-22,2019,922,474,5,443
PRT,1535,PEV,2019-06-22,2020,935,744,45,146
PRT,1535,PEV,2019-06-22,2021,728,496,38,194
PRT,1535,PEV,2019-06-22,2022,728,428,40,260
PRT,1535,PEV,2019-06-22,2023,583,294,59,230
PRT,1781,PAN,2015-10-23,2015,7,7,0,0
PRT,1781,PAN,2015-10-23,2016,86,80,6,0
PRT,1781,PAN,2015-10-23,2017,102,89,12,1
PRT,1781,PAN,2015-10-23,2018,227,202,10,15
PRT,1781,PAN,2015-10-23,2019,712,511,129,72
PRT,1781,PAN,2015-10-23,2020,800,556,182,62
PRT,1781,PAN,2015-10-23,2021,575,366,73,136
PRT,1781,PAN,2015-10-23,2022,688,428,126,134
PRT,1781,PAN,2015-10-23,2023,311,181,84,46
PRT,2374,L,2016-09-02,2016,16,16,0,0
PRT,2374,L,2016-09-02,2017,17,17,0,0
PRT,2374,L,2016-09-02,2018,94,77,10,7
PRT,2374,L,2016-09-02,2019,171,105,10,56
PRT,2374,L,2016-09-02,2020,172,130,18,24
PRT,2374,L,2016-09-02,2021,244,143,20,81
PRT,2374,L,2016-09-02,2022,286,135,101,50
PRT,2374,L,2016-09-02,2023,359,141,151,67
PRT,251,CDS-PP,2015-03-13,2015,309,292,17,0
PRT,251,CDS-PP,2015-03-13,2016,112,108,4,0
PRT,251,CDS-PP,2015-03-13,2017,203,131,23,49
PRT,251,CDS-PP,2015-03-13,2018,612,408,62,142
PRT,251,CDS-PP,2015-03-13,2019,740,457,184,99
PRT,251,CDS-PP,2015-03-13,2020,365,167,126,72
PRT,251,CDS-PP,2015-03-13,2021,378,215,79,84
PRT,251,CDS-PP,2015-03-13,2022,323,200,51,72
PRT,251,CDS-PP,2015-03-13,2023,234,88,92,54
PRT,2788,IL,2016-09-18,2016,33,33,0,0
PRT,2788,IL,2016-09-18,2017,218,194,0,24
PRT,2788,IL,2016-09-18,2018,361,290,24,47
PRT,2788,IL,2016-09-18,2019,626,480,47,99
PRT,2788,IL,2016-09-18,2020,482,310,104,68
PRT,2788,IL,2016-09-18,2021,480,283,117,80
PRT,2788,IL,2016-09-18,2022,483,250,191,42
PRT,2788,IL,2016-09-18,2023,325,160,133,32
PRT,2789,CH,2019-08-15,2019,279,251,26,2
PRT,2789,CH,2019-08-15,2020,366,224,139,3
PRT,2789,CH,2019-08-15,2021,320,181,90,49
PRT,2789,CH,2019-08-15,2022,575,454,90,31
PRT,2789,CH,2019-08-15,2023,771,549,192,30
PRT,514,PCP,2019-10-07,2019,171,127,24,20
PRT,514,PCP,2019-10-07,2020,1525,1208,200,117
PRT,514,PCP,2019-10-07,2021,1125,601,194,330
PRT,514,PCP,2019-10-07,2022,1102,599,231,272
PRT,514,PCP,2019-10-07,2023,1369,693,245,431
PRT,557,BE,2012-08-16,2012,42,42,0,0
PRT,557,BE,2012-08-16,2013,3,3,0,0
PRT,557,BE,2012-08-16,2014,1,1,0,0
PRT,557,BE,2012-08-16,2015,157,117,40,0
PRT,557,BE,2012-08-16,2016,54,44,10,0
PRT,557,BE,2012-08-16,2017,48,37,10,1
PRT,557,BE,2012-08-16,2018,329,140,104,85
PRT,557,BE,2012-08-16,2019,679,298,206,175
PRT,557,BE,2012-08-16,2020,375,107,40,228
PRT,557,BE,2012-08-16,2021,257,31,20,206
PRT,557,BE,2012-08-16,2022,257,37,64,156
PRT,557,BE,2012-08-16,2023,231,41,105,85
PRT,725,PS,2016-10-26,2016,45,39,6,0
PRT,725,PS,2016-10-26,2017,209,199,5,5
PRT,725,PS,2016-10-26,2018,324,292,11,21
PRT,725,PS,2016-10-26,2019,835,608,135,92
PRT,725,PS,2016-10-26,2020,624,449,94,81
PRT,725,PS,2016-10-26,2021,1124,681,166,277
PRT,725,PS,2016-10-26,2022,609,296,144,169
PRT,725,PS,2016-10-26,2023,481,210,181,90
ROU,1015,PNL,2015-10-28,2015,7,7,0,0
ROU,1015,PNL,2015-10-28,2016,7,7,0,0
ROU,1015,PNL,2015-10-28,2017,10,10,0,0
ROU,1015,PNL,2015-10-28,2021,21,18,3,0
ROU,1015,PNL,2015-10-28,2022,538,420,59,59
ROU,1015,PNL,2015-10-28,2023,462,227,84,151
ROU,1120,PSD,2020-10-22,2020,21,12,3,6
ROU,1120,PSD,2020-10-22,2021,109,62,24,23
ROU,1120,PSD,2020-10-22,2022,48,15,5,28
ROU,1120,PSD,2020-10-22,2023,18,4,3,11
ROU,2395,PMP,2017-03-29,2017,6,6,0,0
ROU,2395,PMP,2017-03-29,2018,91,90,0,1
ROU,2395,PMP,2017-03-29,2019,88,71,17,0
ROU,2395,PMP,2017-03-29,2020,296,216,29,51
ROU,2395,PMP,2017-03-29,2021,21,21,0,0
ROU,2646,USR|PLUS,2019-01-08,2019,259,177,9,73
ROU,2646,USR|PLUS,2019-01-08,2020,135,104,14,17
ROU,2646,USR|PLUS,2019-01-08,2021,107,75,6,26
ROU,2646,USR|PLUS,2019-01-08,2022,275,59,195,21
ROU,2646,USR|PLUS,2019-01-08,2023,632,114,458,60
ROU,2807,AUR,2020-12-06,2020,70,61,2,7
ROU,2807,AUR,2020-12-06,2021,682,653,6,23
ROU,2807,AUR,2020-12-06,2022,16,16,0,0
ROU,888,PNT-CD,2020-08-30,2020,3,3,0,0
ROU,948,UDMR,2014-03-14,2014,53,53,0,0
ROU,948,UDMR,2014-03-14,2015,3,3,0,0
ROU,948,UDMR,2014-03-14,2016,328,309,19,0
ROU,948,UDMR,2014-03-14,2017,90,59,22,9
ROU,948,UDMR,2014-03-14,2018,51,19,11,21
ROU,948,UDMR,2014-03-14,2019,200,52,95,53
ROU,948,UDMR,2014-03-14,2020,145,34,97,14
ROU,948,UDMR,2014-03-14,2021,27,4,18,5
ROU,948,UDMR,2014-03-14,2022,90,24,14,52
ROU,948,UDMR,2014-03-14,2023,73,13,37,23
SVK,1072,SNS,2016-12-11,2016,8,8,0,0
SVK,1072,SNS,2016-12-11,2017,125,55,31,39
SVK,1072,SNS,2016-12-11,2018,481,272,35,174
SVK,1072,SNS,2016-12-11,2019,687,328,122,237
SVK,1072,SNS,2016-12-11,2020,354,240,68,46
SVK,1072,SNS,2016-12-11,2021,281,160,98,23
SVK,1072,SNS,2016-12-11,2022,271,165,78,28
SVK,1072,SNS,2016-12-11,2023,619,275,284,60
SVK,131,SDKU-DS,2019-10-22,2019,40,35,0,5
SVK,131,SDKU-DS,2019-10-22,2020,64,40,0,24
SVK,131,SDKU-DS,2019-10-22,2021,2,2,0,0
SVK,131,SDKU-DS,2019-10-22,2022,4,4,0,0
SVK,131,SDKU-DS,2019-10-22,2023,1,1,0,0
SVK,1432,KDH,2014-03-11,2014,46,46,0,0
SVK,1432,KDH,2014-03-11,2015,54,53,1,0
SVK,1432,KDH,2014-03-11,2016,82,79,3,0
SVK,1432,KDH,2014-03-11,2017,10,10,0,0
SVK,1432,KDH,2014-03-11,2018,61,57,3,1
SVK,1432,KDH,2014-03-11,2019,140,104,17,19
SVK,1432,KDH,2014-03-11,2020,92,69,19,4
SVK,1432,KDH,2014-03-11,2021,159,138,9,12
SVK,1432,KDH,2014-03-11,2022,216,190,10,16
SVK,1432,KDH,2014-03-11,2023,344,197,119,28
SVK,1460,SaS,2015-09-16,2015,55,55,0,0
SVK,1460,SaS,2015-09-16,2016,14,14,0,0
SVK,1460,SaS,2015-09-16,2017,23,23,0,0
SVK,1460,SaS,2015-09-16,2018,167,145,12,10
SVK,1460,SaS,2015-09-16,2019,131,97,12,22
SVK,1460,SaS,2015-09-16,2020,220,164,28,28
SVK,1460,SaS,2015-09-16,2021,117,91,4,22
SVK,1460,SaS,2015-09-16,2022,95,54,35,6
SVK,1460,SaS,2015-09-16,2023,391,138,234,19
SVK,1620,MH,2018-01-22,2018,39,21,3,15
SVK,1620,MH,2018-01-22,2019,56,18,1,37
SVK,1620,MH,2018-01-22,2020,61,24,17,20
SVK,1620,MH,2018-01-22,2021,5,2,0,3
SVK,1620,MH,2018-01-22,2022,3,3,0,0
SVK,1620,MH,2018-01-22,2023,145,73,45,27
SVK,1645,OKS,2019-05-28,2019,7,7,0,0
SVK,1645,OKS,2019-05-28,2020,2,2,0,0
SVK,1645,OKS,2019-05-28,2021,3,3,0,0
SVK,1645,OKS,2019-05-28,2022,4,4,0,0
SVK,1645,OKS,2019-05-28,2023,25,24,1,0
SVK,1759,OLaNO,2016-02-17,2016,56,56,0,0
SVK,1759,OLaNO,2016-02-17,2017,31,31,0,0
SVK,1759,OLaNO,2016-02-17,2018,61,41,0,20
SVK,1759,OLaNO,2016-02-17,2019,82,52,7,23
SVK,1759,OLaNO,2016-02-17,2020,270,184,35,51
SVK,1759,OLaNO,2016-02-17,2021,343,292,25,26
SVK,1759,OLaNO,2016-02-17,2022,311,268,30,13
SVK,1759,OLaNO,2016-02-17,2023,221,119,63,39
SVK,220,Smer,2019-04-15,2019,76,51,5,20
SVK,220,Smer,2019-04-15,2020,42,28,5,9
SVK,220,Smer,2019-04-15,2021,76,53,11,12
SVK,220,Smer,2019-04-15,2022,49,28,12,9
SVK,220,Smer,2019-04-15,2023,75,27,33,15
SVK,2623,SR,2016-09-12,2016,10,10,0,0
SVK,2623,SR,2016-09-12,2017,160,137,7,16
SVK,2623,SR,2016-09-12,2018,318,169,30,119
SVK,2623,SR,2016-09-12,2019,385,135,30,220
SVK,2623,SR,2016-09-12,2020,605,173,153,279
SVK,2623,SR,2016-09-12,2021,558,214,167,177
SVK,2623,SR,2016-09-12,2022,406,146,153,107
SVK,2623,SR,2016-09-12,2023,579,226,242,111
SVK,2796,ZAL,2019-04-01,2019,206,109,26,71
SVK,2796,ZAL,2019-04-01,2020,313,206,65,42
SVK,2796,ZAL,2019-04-01,2021,587,405,118,64
SVK,2796,ZAL,2019-04-01,2022,668,492,99,77
SVK,2796,ZAL,2019-04-01,2023,291,163,109,19
SVK,586,LsNS,2016-01-27,2016,9,9,0,0
SVN,1047,NSI,2014-06-24,2014,4,4,0,0
SVN,1047,NSI,2014-06-24,2017,53,47,6,0
SVN,1047,NSI,2014-06-24,2018,101,74,14,13
SVN,1047,NSI,2014-06-24,2019,66,32,4,30
SVN,1047,NSI,2014-06-24,2020,94,41,49,4
SVN,1047,NSI,2014-06-24,2021,108,32,43,33
SVN,1047,NSI,2014-06-24,2022,118,17,21,80
SVN,1047,NSI,2014-06-24,2023,47,8,18,21
SVN,16,SLS,2018-01-26,2018,35,32,0,3
SVN,16,SLS,2018-01-26,2019,79,57,11,11
SVN,16,SLS,2018-01-26,2020,33,19,6,8
SVN,16,SLS,2018-01-26,2021,2,1,1,0
SVN,16,SLS,2018-01-26,2022,71,57,1,13
SVN,16,SLS,2018-01-26,2023,116,75,9,32
SVN,179,SDS,2016-02-19,2016,31,31,0,0
SVN,179,SDS,2016-02-19,2017,32,24,5,3
SVN,179,SDS,2016-02-19,2018,225,143,9,73
SVN,179,SDS,2016-02-19,2019,76,36,9,31
SVN,179,SDS,2016-02-19,2020,41,12,17,12
SVN,179,SDS,2016-02-19,2021,227,116,31,80
SVN,179,SDS,2016-02-19,2022,461,277,95,89
SVN,179,SDS,2016-02-19,2023,174,72,55,47
SVN,2337,ZaAB,2017-02-25,2017,97,64,6,27
SVN,2337,ZaAB,2017-02-25,2018,155,125,12,18
SVN,2337,ZaAB,2017-02-25,2019,203,140,29,34
SVN,2337,ZaAB,2017-02-25,2020,221,150,35,36
SVN,2337,ZaAB,2017-02-25,2021,40,17,13,10
SVN,2337,ZaAB,2017-02-25,2022,85,42,15,28
SVN,2337,ZaAB,2017-02-25,2023,96,38,18,40
SVN,2668,LMS,2019-01-10,2019,26,19,5,2
SVN,2668,LMS,2019-01-10,2020,27,24,3,0
SVN,2668,LMS,2019-01-10,2021,41,16,23,2
SVN,2668,LMS,2019-01-10,2022,63,29,23,11
SVN,2670,L,2018-03-23,2018,378,298,23,57
SVN,2670,L,2018-03-23,2019,433,400,4,29
SVN,2670,L,2018-03-23,2020,544,519,2,23
SVN,2670,L,2018-03-23,2021,680,655,0,25
SVN,2670,L,2018-03-23,2022,730,627,15,88
SVN,2670,L,2018-03-23,2023,561,143,60,358
SVN,2856,GS,2022-02-13,2022,295,70,146,79
SVN,2856,GS,2022-02-13,2023,885,395,323,167
SVN,706,ZL-SD,2019-01-16,2019,162,108,23,31
SVN,706,ZL-SD,2019-01-16,2020,68,26,23,19
SVN,706,ZL-SD,2019-01-16,2021,111,19,27,65
SVN,706,ZL-SD,2019-01-16,2022,61,8,22,31
SVN,706,ZL-SD,2019-01-16,2023,61,20,11,30
SVN,981,SNS,2019-04-20,2019,32,24,5,3
SVN,981,SNS,2019-04-20,2020,2,0,2,0
SVN,981,SNS,2019-04-20,2021,5,5,0,0
SVN,981,SNS,2019-04-20,2022,26,18,7,1
SWE,1154,MP,2013-12-05,2013,1,1,0,0
SWE,1154,MP,2013-12-05,2014,150,142,8,0
SWE,1154,MP,2013-12-05,2015,62,60,2,0
SWE,1154,MP,2013-12-05,2016,134,130,4,0
SWE,1154,MP,2013-12-05,2017,142,115,17,10
SWE,1154,MP,2013-12-05,2018,223,133,22,68
SWE,1154,MP,2013-12-05,2019,301,234,26,41
SWE,1154,MP,2013-12-05,2020,316,240,34,42
SWE,1154,MP,2013-12-05,2021,321,165,82,74
SWE,1154,MP,2013-12-05,2022,394,191,168,35
SWE,1154,MP,2013-12-05,2023,283,162,91,30
SWE,1461,C,2012-10-30,2012,7,7,0,0
SWE,1461,C,2012-10-30,2013,185,169,16,0
SWE,1461,C,2012-10-30,2014,68,67,1,0
SWE,1461,C,2012-10-30,2015,323,316,7,0
SWE,1461,C,2012-10-30,2016,228,189,39,0
SWE,1461,C,2012-10-30,2017,348,216,119,13
SWE,1461,C,2012-10-30,2018,359,206,125,28
SWE,1461,C,2012-10-30,2019,404,220,155,29
SWE,1461,C,2012-10-30,2020,335,263,58,14
SWE,1461,C,2012-10-30,2021,556,371,166,19
SWE,1461,C,2012-10-30,2022,701,420,251,30
SWE,1461,C,2012-10-30,2023,346,242,97,7
SWE,1546,SD,2016-04-07,2016,103,101,2,0
SWE,1546,SD,2016-04-07,2017,361,351,7,3
SWE,1546,SD,2016-04-07,2018,771,703,55,13
SWE,1546,SD,2016-04-07,2019,329,249,67,13
SWE,1546,SD,2016-04-07,2020,768,562,177,29
SWE,1546,SD,2016-04-07,2021,618,551,64,3
SWE,1546,SD,2016-04-07,2022,788,552,231,5
SWE,1546,SD,2016-04-07,2023,477,358,113,6
SWE,282,KD,2013-11-22,2013,3,3,0,0
SWE,282,KD,2013-11-22,2014,102,101,1,0
SWE,282,KD,2013-11-22,2015,40,36,4,0
SWE,282,KD,2013-11-22,2016,204,180,24,0
SWE,282,KD,2013-11-22,2017,256,204,36,16
SWE,282,KD,2013-11-22,2018,212,138,10,64
SWE,282,KD,2013-11-22,2019,208,133,40,35
SWE,282,KD,2013-11-22,2020,192,143,39,10
SWE,282,KD,2013-11-22,2021,317,246,37,34
SWE,282,KD,2013-11-22,2022,424,276,113,35
SWE,282,KD,2013-11-22,2023,202,130,45,27
SWE,657,M,2013-03-15,2013,73,72,1,0
SWE,657,M,2013-03-15,2014,75,75,0,0
SWE,657,M,2013-03-15,2015,139,136,3,0
SWE,657,M,2013-03-15,2016,636,524,112,0
SWE,657,M,2013-03-15,2017,631,350,207,74
SWE,657,M,2013-03-15,2018,651,456,82,113
SWE,657,M,2013-03-15,2019,191,149,37,5
SWE,657,M,2013-03-15,2020,171,159,12,0
SWE,657,M,2013-03-15,2021,471,416,44,11
SWE,657,M,2013-03-15,2022,803,634,162,7
SWE,657,M,2013-03-15,2023,416,138,164,114
SWE,882,V,2012-09-15,2012,5,5,0,0
SWE,882,V,2012-09-15,2013,27,27,0,0
SWE,882,V,2012-09-15,2014,107,107,0,0
SWE,882,V,2012-09-15,2015,309,301,8,0
SWE,882,V,2012-09-15,2016,377,354,23,0
SWE,882,V,2012-09-15,2017,460,381,71,8
SWE,882,V,2012-09-15,2018,718,623,57,38
SWE,882,V,2012-09-15,2019,530,444,46,40
SWE,882,V,2012-09-15,2020,186,164,13,9
SWE,882,V,2012-09-15,2021,205,145,45,15
SWE,882,V,2012-09-15,2022,219,137,75,7
SWE,882,V,2012-09-15,2023,149,86,55,8
SWE,892,FP,2012-10-25,2012,37,37,0,0
SWE,892,FP,2012-10-25,2013,130,130,0,0
SWE,892,FP,2012-10-25,2014,270,269,1,0
SWE,892,FP,2012-10-25,2015,252,250,2,0
SWE,892,FP,2012-10-25,2016,365,358,7,0
SWE,892,FP,2012-10-25,2017,276,254,22,0
SWE,892,FP,2012-10-25,2018,222,197,19,6
SWE,892,FP,2012-10-25,2019,135,116,13,6
SWE,892,FP,2012-10-25,2020,223,210,9,4
SWE,892,FP,2012-10-25,2021,362,313,25,24
SWE,892,FP,2012-10-25,2022,492,346,98,48
SWE,892,FP,2012-10-25,2023,303,193,85,25
SWE,904,SAP,2012-08-20,2012,11,11,0,0
SWE,904,SAP,2012-08-20,2013,14,14,0,0
SWE,904,SAP,2012-08-20,2014,90,81,9,0
SWE,904,SAP,2012-08-20,2015,28,22,6,0
SWE,904,SAP,2012-08-20,2016,83,68,15,0
SWE,904,SAP,2012-08-20,2017,144,86,45,13
SWE,904,SAP,2012-08-20,2018,610,325,235,50
SWE,904,SAP,2012-08-20,2019,344,221,88,35
SWE,904,SAP,2012-08-20,2020,315,188,114,13
SWE,904,SAP,2012-08-20,2021,543,276,220,47
SWE,904,SAP,2012-08-20,2022,915,463,391,61
SWE,904,SAP,2012-08-20,2023,501,225,254,22
TUR,240,BBP,2015-11-16,2015,108,108,0,0
TUR,240,BBP,2015-11-16,2016,727,726,1,0
TUR,240,BBP,2015-11-16,2017,171,138,16,17
TUR,240,BBP,2015-11-16,2018,452,203,97,152
TUR,240,BBP,2015-11-16,2019,558,222,157,179
TUR,240,BBP,2015-11-16,2020,597,246,281,70
TUR,240,BBP,2015-11-16,2021,589,168,343,78
TUR,240,BBP,2015-11-16,2022,323,129,71,123
TUR,240,BBP,2015-11-16,2023,551,223,85,243
TUR,2702,IYI,2017-10-27,2017,62,17,19,26
TUR,2702,IYI,2017-10-27,2018,246,16,81,149
TUR,2702,IYI,2017-10-27,2019,113,46,26,41
TUR,2702,IYI,2017-10-27,2020,344,109,99,136
TUR,2702,IYI,2017-10-27,2021,547,87,214,246
TUR,2702,IYI,2017-10-27,2022,547,104,207,236
TUR,2702,IYI,2017-10-27,2023,828,247,423,158
TUR,2895,YSPG,2014-10-20,2014,20,19,1,0
TUR,2895,YSPG,2014-10-20,2015,16,16,0,0
TUR,2895,YSPG,2014-10-20,2016,1,1,0,0
TUR,2895,YSPG,2014-10-20,2017,6,6,0,0
TUR,2895,YSPG,2014-10-20,2018,129,99,8,22
TUR,2895,YSPG,2014-10-20,2019,75,52,6,17
TUR,2895,YSPG,2014-10-20,2020,121,99,12,10
TUR,2895,YSPG,2014-10-20,2021,236,185,17,34
TUR,2895,YSPG,2014-10-20,2022,135,102,12,21
TUR,2895,YSPG,2014-10-20,2023,33,17,5,11
TUR,2896,TIP,2018-03-24,2018,105,84,7,14
TUR,2896,TIP,2018-03-24,2019,292,220,14,58
TUR,2896,TIP,2018-03-24,2020,461,297,101,63
TUR,2896,TIP,2018-03-24,2021,479,221,172,86
TUR,2896,TIP,2018-03-24,2022,420,190,147,83
TUR,2896,TIP,2018-03-24,2023,956,406,430,120
TUR,2897,YRP,2018-11-23,2018,74,46,6,22
TUR,2897,YRP,2018-11-23,2019,395,220,71,104
TUR,2897,YRP,2018-11-23,2020,923,530,249,144
TUR,2897,YRP,2018-11-23,2021,1364,775,243,346
TUR,2897,YRP,2018-11-23,2022,1424,737,303,384
TUR,2897,YRP,2018-11-23,2023,2029,887,534,608
TUR,329,DSP,2019-01-04,2019,300,198,31,71
TUR,329,DSP,2019-01-04,2020,138,82,37,19
TUR,329,DSP,2019-01-04,2021,117,63,39,15
TUR,329,DSP,2019-01-04,2022,146,100,33,13
TUR,329,DSP,2019-01-04,2023,114,75,17,22
TUR,408,MHP,2013-04-25,2013,3,3,0,0
TUR,408,MHP,2013-04-25,2014,171,171,0,0
TUR,408,MHP,2013-04-25,2015,429,412,17,0
TUR,408,MHP,2013-04-25,2016,444,429,15,0
TUR,408,MHP,2013-04-25,2017,1026,886,53,87
TUR,408,MHP,2013-04-25,2018,872,736,30,106
TUR,408,MHP,2013-04-25,2019,650,505,25,120
TUR,408,MHP,2013-04-25,2020,715,597,33,85
TUR,408,MHP,2013-04-25,2021,798,677,25,96
TUR,408,MHP,2013-04-25,2022,1241,733,298,210
TUR,408,MHP,2013-04-25,2023,1067,597,281,189
TUR,901,AKP,2016-07-12,2016,197,187,10,0
TUR,901,AKP,2016-07-12,2017,978,291,109,578
TUR,901,AKP,2016-07-12,2018,1614,292,183,1139
TUR,901,AKP,2016-07-12,2019,1216,225,142,849
TUR,901,AKP,2016-07-12,2020,692,89,106,497
TUR,901,AKP,2016-07-12,2021,662,56,115,491
TUR,901,AKP,2016-07-12,2022,931,105,109,717
TUR,901,AKP,2016-07-12,2023,901,83,132,686
