country_name_short,party_id,party_name_short,insta_page_created,year,insta_posts_n_yearly,insta_type_img_n_yearly,insta_type_vid_n_yearly,insta_type_car_n_yearly
GBR,319,DUP,2019-02-21,2019,70,39,25,6
GBR,319,DUP,2019-02-21,2020,52,45,5,2
GBR,319,DUP,2019-02-21,2021,120,77,41,2
GBR,319,DUP,2019-02-21,2022,126,91,33,2
GBR,319,DUP,2019-02-21,2023,103,63,37,3
GBR,467,GP,2016-08-30,2016,21,20,1,0
GBR,467,GP,2016-08-30,2017,120,92,23,5
GBR,467,GP,2016-08-30,2018,25,16,4,5
GBR,467,GP,2016-08-30,2019,234,166,59,9
GBR,467,GP,2016-08-30,2020,220,135,38,47
GBR,467,GP,2016-08-30,2021,647,514,92,41
GBR,467,GP,2016-08-30,2022,701,519,135,47
GBR,467,GP,2016-08-30,2023,820,519,278,23
GBR,659,Lib,2016-05-23,2016,80,80,0,0
GBR,659,Lib,2016-05-23,2017,129,108,20,1
GBR,659,Lib,2016-05-23,2018,167,141,17,9
GBR,659,Lib,2016-05-23,2019,182,143,17,22
GBR,659,Lib,2016-05-23,2020,122,64,26,32
GBR,659,Lib,2016-05-23,2021,339,271,49,19
GBR,659,Lib,2016-05-23,2022,398,296,79,23
GBR,659,Lib,2016-05-23,2023,516,356,139,21
GBR,773,Con,2017-05-08,2017,156,110,39,7
GBR,773,Con,2017-05-08,2018,351,208,51,92
GBR,773,Con,2017-05-08,2019,578,353,87,138
GBR,773,Con,2017-05-08,2020,630,454,86,90
GBR,773,Con,2017-05-08,2021,540,401,116,23
GBR,773,Con,2017-05-08,2022,494,392,65,37
GBR,773,Con,2017-05-08,2023,405,301,90,14
GRC,1179,LAOS,2021-10-11,2021,7,7,0,0
GRC,1179,LAOS,2021-10-11,2023,7,7,0,0
GRC,1338,PASOK,2018-03-16,2018,15,15,0,0
GRC,1338,PASOK,2018-03-16,2019,43,30,2,11
GRC,1338,PASOK,2018-03-16,2020,318,182,100,36
GRC,1338,PASOK,2018-03-16,2021,432,235,141,56
GRC,1338,PASOK,2018-03-16,2022,312,117,80,115
GRC,1338,PASOK,2018-03-16,2023,194,58,57,79
GRC,1592,SYRIZA,2022-04-11,2022,101,54,20,27
GRC,1592,SYRIZA,2022-04-11,2023,221,50,157,14
GRC,2346,TP,2014-03-09,2014,115,109,6,0
GRC,2346,TP,2014-03-09,2015,55,55,0,0
GRC,2346,TP,2014-03-09,2016,94,88,6,0
GRC,2346,TP,2014-03-09,2017,35,27,8,0
GRC,2346,TP,2014-03-09,2018,110,85,11,14
GRC,2346,TP,2014-03-09,2019,111,56,21,34
GRC,2742,MeRA25,2018-11-12,2018,16,15,0,1
GRC,2742,MeRA25,2018-11-12,2019,194,91,43,60
GRC,2742,MeRA25,2018-11-12,2020,39,30,3,6
GRC,2742,MeRA25,2018-11-12,2021,46,29,6,11
GRC,2742,MeRA25,2018-11-12,2022,150,65,31,54
GRC,2742,MeRA25,2018-11-12,2023,499,307,92,100
GRC,2780,EL,2019-12-10,2019,2,0,2,0
GRC,2901,NIKH,2021-11-08,2021,1,1,0,0
GRC,2901,NIKH,2021-11-08,2023,5,0,5,0
GRC,2902,Sp,2023-09-20,2023,147,68,30,49
GRC,47,ND,2022-01-10,2022,77,34,21,22
GRC,47,ND,2022-01-10,2023,63,19,35,9
HRV,1081,DC,2022-01-13,2022,15,10,3,2
HRV,1081,DC,2022-01-13,2023,31,6,20,5
HRV,1102,HSLS,2020-02-11,2020,135,119,8,8
HRV,1102,HSLS,2020-02-11,2021,80,76,3,1
HRV,1102,HSLS,2020-02-11,2022,47,45,2,0
HRV,1102,HSLS,2020-02-11,2023,87,51,22,14
HRV,1384,HNS-LD,2016-06-01,2016,85,85,0,0
HRV,1384,HNS-LD,2016-06-01,2017,82,72,0,10
HRV,1384,HNS-LD,2016-06-01,2018,101,81,0,20
HRV,1384,HNS-LD,2016-06-01,2019,99,60,0,39
HRV,1384,HNS-LD,2016-06-01,2020,105,87,4,14
HRV,1384,HNS-LD,2016-06-01,2021,74,40,6,28
HRV,1384,HNS-LD,2016-06-01,2022,46,42,0,4
HRV,1384,HNS-LD,2016-06-01,2023,52,37,4,11
HRV,1465,HSS,2016-10-08,2016,16,16,0,0
HRV,1465,HSS,2016-10-08,2017,61,53,0,8
HRV,1465,HSS,2016-10-08,2018,155,110,1,44
HRV,1465,HSS,2016-10-08,2019,105,64,11,30
HRV,1465,HSS,2016-10-08,2020,98,67,13,18
HRV,1465,HSS,2016-10-08,2021,99,83,1,15
HRV,1465,HSS,2016-10-08,2022,10,6,0,4
HRV,1465,HSS,2016-10-08,2023,9,6,0,3
HRV,1493,SPH,2018-01-09,2018,161,84,13,64
HRV,1493,SPH,2018-01-09,2019,345,118,45,182
HRV,1493,SPH,2018-01-09,2020,306,106,63,137
HRV,1493,SPH,2018-01-09,2021,175,78,11,86
HRV,1493,SPH,2018-01-09,2022,203,126,11,66
HRV,1493,SPH,2018-01-09,2023,415,214,111,90
HRV,1627,IDS,2015-10-24,2015,32,31,1,0
HRV,1627,IDS,2015-10-24,2016,45,41,4,0
HRV,1627,IDS,2015-10-24,2017,27,20,1,6
HRV,1627,IDS,2015-10-24,2018,3,3,0,0
HRV,1627,IDS,2015-10-24,2019,18,12,5,1
HRV,1627,IDS,2015-10-24,2020,11,5,5,1
HRV,1627,IDS,2015-10-24,2021,13,9,3,1
HRV,1627,IDS,2015-10-24,2022,14,10,1,3
HRV,1627,IDS,2015-10-24,2023,86,57,18,11
HRV,2133,SDSS,2018-07-31,2018,146,104,12,30
HRV,2133,SDSS,2018-07-31,2019,91,67,2,22
HRV,2133,SDSS,2018-07-31,2020,806,458,141,207
HRV,2133,SDSS,2018-07-31,2021,1478,787,227,464
HRV,2133,SDSS,2018-07-31,2022,1693,808,319,566
HRV,2133,SDSS,2018-07-31,2023,793,304,181,308
HRV,2134,HSU,2018-05-11,2018,73,47,5,21
HRV,2134,HSU,2018-05-11,2019,99,74,0,25
HRV,2134,HSU,2018-05-11,2020,48,36,0,12
HRV,2134,HSU,2018-05-11,2021,14,12,0,2
HRV,2135,HDSSB,2015-05-19,2015,17,17,0,0
HRV,2193,HGS,2020-08-05,2020,43,28,15,0
HRV,2193,HGS,2020-08-05,2022,38,16,17,5
HRV,2193,HGS,2020-08-05,2023,76,38,22,16
HRV,2612,ZiZi,2022-05-10,2022,28,3,25,0
HRV,2612,ZiZi,2022-05-10,2023,52,2,50,0
HRV,2614,NS,2021-03-10,2021,110,85,1,24
HRV,2615,Most,2015-09-25,2015,5,5,0,0
HRV,2615,Most,2015-09-25,2016,163,163,0,0
HRV,2615,Most,2015-09-25,2017,71,64,4,3
HRV,2615,Most,2015-09-25,2018,90,69,1,20
HRV,2615,Most,2015-09-25,2019,486,331,21,134
HRV,2615,Most,2015-09-25,2020,369,252,80,37
HRV,2615,Most,2015-09-25,2021,75,45,24,6
HRV,2615,Most,2015-09-25,2022,135,71,60,4
HRV,2615,Most,2015-09-25,2023,103,59,38,6
HRV,276,HDZ,2019-05-06,2019,88,49,29,10
HRV,276,HDZ,2019-05-06,2020,132,107,4,21
HRV,276,HDZ,2019-05-06,2021,593,554,11,28
HRV,276,HDZ,2019-05-06,2022,28,18,4,6
HRV,276,HDZ,2019-05-06,2023,6,2,2,2
HRV,2809,DP,2020-03-01,2020,172,83,38,51
HRV,2809,DP,2020-03-01,2021,317,139,132,46
HRV,2809,DP,2020-03-01,2022,411,252,123,36
HRV,2809,DP,2020-03-01,2023,431,276,68,87
HRV,2810,M!,2020-05-31,2020,138,82,34,22
HRV,2810,M!,2020-05-31,2021,84,37,28,19
HRV,2810,M!,2020-05-31,2022,92,47,16,29
HRV,2810,M!,2020-05-31,2023,295,103,142,50
HUN,1591,MSZP,2020-02-19,2020,153,137,16,0
HUN,1591,MSZP,2020-02-19,2021,176,157,9,10
HUN,1591,MSZP,2020-02-19,2022,337,271,1,65
HUN,1591,MSZP,2020-02-19,2023,531,389,31,111
HUN,1970,DK,2022-09-07,2022,27,4,11,12
HUN,1970,DK,2022-09-07,2023,65,20,44,1
HUN,2659,MM,2017-01-26,2017,103,96,5,2
HUN,2659,MM,2017-01-26,2018,199,148,22,29
HUN,2659,MM,2017-01-26,2019,108,41,16,51
HUN,2659,MM,2017-01-26,2020,63,33,9,21
HUN,2659,MM,2017-01-26,2021,163,73,25,65
HUN,2659,MM,2017-01-26,2022,178,88,20,70
HUN,2659,MM,2017-01-26,2023,145,50,37,58
HUN,2745,MHM,2020-09-29,2020,69,60,8,1
HUN,2745,MHM,2020-09-29,2021,179,168,11,0
HUN,2745,MHM,2020-09-29,2022,124,124,0,0
HUN,2745,MHM,2020-09-29,2023,123,111,11,1
HUN,403,LMP,2013-07-20,2013,55,55,0,0
HUN,403,LMP,2013-07-20,2014,108,108,0,0
HUN,403,LMP,2013-07-20,2015,80,80,0,0
HUN,403,LMP,2013-07-20,2016,38,37,1,0
HUN,403,LMP,2013-07-20,2017,90,87,3,0
HUN,403,LMP,2013-07-20,2018,71,52,3,16
HUN,403,LMP,2013-07-20,2019,90,58,2,30
HUN,403,LMP,2013-07-20,2020,64,41,15,8
HUN,403,LMP,2013-07-20,2021,316,309,1,6
HUN,403,LMP,2013-07-20,2022,222,217,0,5
HUN,403,LMP,2013-07-20,2023,271,266,3,2
HUN,434,KDNP,2018-04-16,2018,92,69,9,14
HUN,434,KDNP,2018-04-16,2019,114,89,15,10
HUN,434,KDNP,2018-04-16,2020,106,72,33,1
HUN,434,KDNP,2018-04-16,2021,89,89,0,0
HUN,434,KDNP,2018-04-16,2022,287,282,3,2
HUN,434,KDNP,2018-04-16,2023,1345,1154,104,87
HUN,600,Jobbik,2022-06-04,2022,138,110,9,19
HUN,600,Jobbik,2022-06-04,2023,314,115,100,99
HUN,921,Fi-MPSz,2021-01-04,2021,242,227,10,5
HUN,921,Fi-MPSz,2021-01-04,2022,63,33,5,25
HUN,921,Fi-MPSz,2021-01-04,2023,385,37,290,58
IRL,1014,SP,2018-01-28,2018,68,59,2,7
IRL,1014,SP,2018-01-28,2019,193,137,8,48
IRL,1014,SP,2018-01-28,2020,281,222,10,49
IRL,1014,SP,2018-01-28,2021,435,263,35,137
IRL,1014,SP,2018-01-28,2022,316,213,17,86
IRL,1014,SP,2018-01-28,2023,441,177,115,149
IRL,1393,FG,2012-09-11,2012,18,18,0,0
IRL,1393,FG,2012-09-11,2013,14,13,1,0
IRL,1393,FG,2012-09-11,2014,109,109,0,0
IRL,1393,FG,2012-09-11,2017,5,5,0,0
IRL,1393,FG,2012-09-11,2018,24,9,13,2
IRL,1393,FG,2012-09-11,2019,126,55,61,10
IRL,1393,FG,2012-09-11,2020,289,110,176,3
IRL,1393,FG,2012-09-11,2021,611,312,296,3
IRL,1393,FG,2012-09-11,2022,356,145,204,7
IRL,1393,FG,2012-09-11,2023,447,185,256,6
IRL,1573,Green,2014-11-21,2014,57,57,0,0
IRL,1573,Green,2014-11-21,2015,34,34,0,0
IRL,1573,Green,2014-11-21,2016,55,49,6,0
IRL,1573,Green,2014-11-21,2017,18,13,5,0
IRL,1573,Green,2014-11-21,2018,21,11,0,10
IRL,1573,Green,2014-11-21,2019,172,110,46,16
IRL,1573,Green,2014-11-21,2020,285,181,75,29
IRL,1573,Green,2014-11-21,2021,291,134,100,57
IRL,1573,Green,2014-11-21,2022,262,129,76,57
IRL,1573,Green,2014-11-21,2023,397,122,194,81
IRL,2217,SF,2015-11-02,2015,29,29,0,0
IRL,2217,SF,2015-11-02,2016,172,170,2,0
IRL,2217,SF,2015-11-02,2017,93,86,7,0
IRL,2217,SF,2015-11-02,2018,184,124,40,20
IRL,2217,SF,2015-11-02,2019,215,103,77,35
IRL,2217,SF,2015-11-02,2020,336,77,228,31
IRL,2217,SF,2015-11-02,2021,756,103,610,43
IRL,2217,SF,2015-11-02,2022,604,108,451,45
IRL,2217,SF,2015-11-02,2023,747,168,486,93
IRL,2619,DS,2015-07-16,2015,10,10,0,0
IRL,2619,DS,2015-07-16,2017,23,14,8,1
IRL,2619,DS,2015-07-16,2018,41,27,10,4
IRL,2619,DS,2015-07-16,2019,97,60,32,5
IRL,2619,DS,2015-07-16,2020,146,106,39,1
IRL,2619,DS,2015-07-16,2021,226,74,142,10
IRL,2619,DS,2015-07-16,2022,336,51,270,15
IRL,2619,DS,2015-07-16,2023,356,70,245,41
IRL,2795,A,2019-03-20,2019,20,20,0,0
IRL,2795,A,2019-03-20,2020,250,200,46,4
IRL,2795,A,2019-03-20,2021,821,644,127,50
IRL,2795,A,2019-03-20,2022,519,399,85,35
IRL,2795,A,2019-03-20,2023,321,179,108,34
IRL,280,FF,2015-02-17,2015,30,29,1,0
IRL,280,FF,2015-02-17,2016,56,55,1,0
IRL,280,FF,2015-02-17,2017,33,26,0,7
IRL,280,FF,2015-02-17,2018,216,125,70,21
IRL,280,FF,2015-02-17,2019,134,48,56,30
IRL,280,FF,2015-02-17,2020,409,149,179,81
IRL,280,FF,2015-02-17,2021,1085,465,530,90
IRL,280,FF,2015-02-17,2022,501,155,288,58
IRL,280,FF,2015-02-17,2023,423,73,300,50
IRL,318,Lab,2012-07-12,2012,37,37,0,0
IRL,318,Lab,2012-07-12,2013,9,9,0,0
IRL,318,Lab,2012-07-12,2014,83,83,0,0
IRL,318,Lab,2012-07-12,2015,114,112,2,0
IRL,318,Lab,2012-07-12,2016,324,268,56,0
IRL,318,Lab,2012-07-12,2017,62,51,10,1
IRL,318,Lab,2012-07-12,2018,85,66,14,5
IRL,318,Lab,2012-07-12,2019,121,95,18,8
IRL,318,Lab,2012-07-12,2020,111,62,42,7
IRL,318,Lab,2012-07-12,2021,252,79,139,34
IRL,318,Lab,2012-07-12,2022,335,79,222,34
IRL,318,Lab,2012-07-12,2023,1093,480,396,217
ISL,1006,Sam,2016-06-01,2016,60,58,2,0
ISL,1006,Sam,2016-06-01,2017,4,4,0,0
ISL,1006,Sam,2016-06-01,2018,11,11,0,0
ISL,1006,Sam,2016-06-01,2019,14,10,1,3
ISL,1006,Sam,2016-06-01,2020,24,19,2,3
ISL,1006,Sam,2016-06-01,2021,59,21,21,17
ISL,1006,Sam,2016-06-01,2022,36,21,1,14
ISL,1006,Sam,2016-06-01,2023,101,72,10,19
ISL,1342,Sj,2012-12-19,2012,2,2,0,0
ISL,1342,Sj,2012-12-19,2013,100,99,1,0
ISL,1342,Sj,2012-12-19,2014,74,71,3,0
ISL,1342,Sj,2012-12-19,2015,46,46,0,0
ISL,1342,Sj,2012-12-19,2016,27,27,0,0
ISL,1342,Sj,2012-12-19,2017,40,38,1,1
ISL,1342,Sj,2012-12-19,2018,8,5,3,0
ISL,1342,Sj,2012-12-19,2019,38,35,2,1
ISL,1342,Sj,2012-12-19,2020,139,77,27,35
ISL,1342,Sj,2012-12-19,2021,142,108,13,21
ISL,1342,Sj,2012-12-19,2022,137,111,14,12
ISL,1342,Sj,2012-12-19,2023,103,17,53,33
ISL,1455,FALSE,2012-08-28,2012,144,144,0,0
ISL,1455,FALSE,2012-08-28,2013,145,145,0,0
ISL,1455,FALSE,2012-08-28,2017,18,18,0,0
ISL,1455,FALSE,2012-08-28,2018,2,1,0,1
ISL,1455,FALSE,2012-08-28,2019,1,1,0,0
ISL,1455,FALSE,2012-08-28,2020,40,26,8,6
ISL,1455,FALSE,2012-08-28,2021,76,48,14,14
ISL,1455,FALSE,2012-08-28,2022,53,37,8,8
ISL,1455,FALSE,2012-08-28,2023,110,46,37,27
ISL,210,Graen,2013-02-21,2013,78,78,0,0
ISL,210,Graen,2013-02-21,2014,3,3,0,0
ISL,210,Graen,2013-02-21,2015,8,8,0,0
ISL,210,Graen,2013-02-21,2016,11,11,0,0
ISL,210,Graen,2013-02-21,2017,103,103,0,0
ISL,210,Graen,2013-02-21,2018,110,92,1,17
ISL,210,Graen,2013-02-21,2019,84,42,11,31
ISL,210,Graen,2013-02-21,2020,80,44,12,24
ISL,210,Graen,2013-02-21,2021,332,147,85,100
ISL,210,Graen,2013-02-21,2022,124,53,24,47
ISL,210,Graen,2013-02-21,2023,151,39,39,73
ISL,2204,BF,2012-10-29,2012,8,8,0,0
ISL,2204,BF,2012-10-29,2013,9,9,0,0
ISL,2204,BF,2012-10-29,2014,1,1,0,0
ISL,2204,BF,2012-10-29,2016,51,51,0,0
ISL,2204,BF,2012-10-29,2017,28,25,0,3
ISL,2205,Pi,2013-01-26,2013,63,63,0,0
ISL,2205,Pi,2013-01-26,2014,36,36,0,0
ISL,2205,Pi,2013-01-26,2015,7,7,0,0
ISL,2205,Pi,2013-01-26,2016,68,66,2,0
ISL,2205,Pi,2013-01-26,2017,56,55,1,0
ISL,2205,Pi,2013-01-26,2018,59,44,11,4
ISL,2205,Pi,2013-01-26,2019,28,19,4,5
ISL,2205,Pi,2013-01-26,2020,19,15,4,0
ISL,2205,Pi,2013-01-26,2021,50,18,16,16
ISL,2205,Pi,2013-01-26,2022,77,65,2,10
ISL,2205,Pi,2013-01-26,2023,31,7,16,8
ISL,2632,FlF,2018-04-13,2018,3,3,0,0
ISL,2632,FlF,2018-04-13,2021,12,8,4,0
ISL,2632,FlF,2018-04-13,2023,12,7,5,0
ISL,2633,V,2016-10-15,2016,21,16,5,0
ISL,2633,V,2016-10-15,2017,41,38,1,2
ISL,2633,V,2016-10-15,2018,19,16,1,2
ISL,2633,V,2016-10-15,2019,20,12,2,6
ISL,2633,V,2016-10-15,2020,58,35,19,4
ISL,2633,V,2016-10-15,2021,173,98,34,41
ISL,2633,V,2016-10-15,2022,74,49,15,10
ISL,2633,V,2016-10-15,2023,140,36,39,65
ISL,2655,M,2017-10-23,2017,6,6,0,0
ISL,2655,M,2017-10-23,2018,2,2,0,0
ISL,2655,M,2017-10-23,2019,5,1,0,4
ISL,2655,M,2017-10-23,2020,9,9,0,0
ISL,2655,M,2017-10-23,2021,47,13,32,2
ISL,2655,M,2017-10-23,2022,14,12,1,1
ISL,2655,M,2017-10-23,2023,5,3,1,1
ISR,1357,HaLe-T|RZP,2019-06-19,2019,27,24,3,0
ISR,1357,HaLe-T|RZP,2019-06-19,2020,44,38,6,0
ISR,1357,HaLe-T|RZP,2019-06-19,2021,87,45,39,3
ISR,1357,HaLe-T|RZP,2019-06-19,2022,18,14,3,1
ISR,1357,HaLe-T|RZP,2019-06-19,2023,305,139,140,26
ISR,1419,Meretz,2012-05-13,2012,113,113,0,0
ISR,1419,Meretz,2012-05-13,2013,56,56,0,0
ISR,1419,Meretz,2012-05-13,2014,96,96,0,0
ISR,1419,Meretz,2012-05-13,2015,149,142,7,0
ISR,1419,Meretz,2012-05-13,2016,141,140,1,0
ISR,1419,Meretz,2012-05-13,2017,66,65,0,1
ISR,1419,Meretz,2012-05-13,2018,128,113,8,7
ISR,1419,Meretz,2012-05-13,2019,165,110,29,26
ISR,1419,Meretz,2012-05-13,2020,77,48,19,10
ISR,1419,Meretz,2012-05-13,2021,293,214,58,21
ISR,1419,Meretz,2012-05-13,2022,168,116,40,12
ISR,1419,Meretz,2012-05-13,2023,100,93,2,5
ISR,1816,YB,2017-01-23,2017,63,63,0,0
ISR,2321,YA,2020-05-11,2020,21,14,1,6
ISR,2410,Kulanu,2016-12-17,2016,10,10,0,0
ISR,2410,Kulanu,2016-12-17,2017,58,58,0,0
ISR,2410,Kulanu,2016-12-17,2018,28,22,0,6
ISR,2410,Kulanu,2016-12-17,2019,20,20,0,0
ISR,2410,Kulanu,2016-12-17,2020,52,52,0,0
ISR,2410,Kulanu,2016-12-17,2021,134,131,3,0
ISR,2410,Kulanu,2016-12-17,2022,124,123,1,0
ISR,2410,Kulanu,2016-12-17,2023,92,85,7,0
ISR,244,Ma|Av,2019-01-14,2019,262,138,76,48
ISR,244,Ma|Av,2019-01-14,2020,91,52,36,3
ISR,244,Ma|Av,2019-01-14,2021,157,89,51,17
ISR,244,Ma|Av,2019-01-14,2022,194,115,58,21
ISR,244,Ma|Av,2019-01-14,2023,36,26,3,7
ISR,2725,KL,2019-02-24,2019,154,47,75,32
ISR,2725,KL,2019-02-24,2020,312,178,79,55
ISR,2725,KL,2019-02-24,2021,142,87,38,17
ISR,2725,KL,2019-02-24,2022,157,107,44,6
ISR,2725,KL,2019-02-24,2023,134,91,31,12
ISR,2835,NH,2012-05-21,2012,9,9,0,0
ISR,2835,NH,2012-05-21,2013,16,16,0,0
ISR,2835,NH,2012-05-21,2014,42,41,1,0
ISR,2835,NH,2012-05-21,2015,163,157,6,0
ISR,2835,NH,2012-05-21,2016,163,159,4,0
ISR,2835,NH,2012-05-21,2017,167,166,1,0
ISR,2835,NH,2012-05-21,2018,182,180,2,0
ISR,2835,NH,2012-05-21,2019,218,210,8,0
ISR,2835,NH,2012-05-21,2020,168,140,25,3
ISR,2835,NH,2012-05-21,2021,304,189,85,30
ISR,2835,NH,2012-05-21,2022,293,179,68,46
ISR,2835,NH,2012-05-21,2023,188,106,59,23
ISR,678,L,2015-01-26,2015,28,28,0,0
ISR,678,L,2015-01-26,2016,239,217,22,0
ISR,678,L,2015-01-26,2017,712,407,216,89
ISR,678,L,2015-01-26,2018,826,332,306,188
ISR,678,L,2015-01-26,2019,1240,514,560,166
ISR,678,L,2015-01-26,2020,1095,539,471,85
ISR,678,L,2015-01-26,2021,986,509,410,67
ISR,678,L,2015-01-26,2022,918,386,478,54
ISR,678,L,2015-01-26,2023,732,274,314,144
ISR,732,R|H,2017-09-15,2017,10,7,2,1
ISR,732,R|H,2017-09-15,2018,6,3,0,3
ISR,732,R|H,2017-09-15,2019,111,86,15,10
ISR,732,R|H,2017-09-15,2020,13,7,5,1
ISR,732,R|H,2017-09-15,2021,82,58,3,21
ISR,732,R|H,2017-09-15,2022,87,58,19,10
ISR,732,R|H,2017-09-15,2023,127,84,21,22
ISR,788,Shas,2019-02-06,2019,184,52,96,36
ISR,788,Shas,2019-02-06,2020,56,15,38,3
ISR,788,Shas,2019-02-06,2021,31,7,23,1
ITA,1030,SVP,2016-05-14,2016,10,10,0,0
ITA,1030,SVP,2016-05-14,2017,10,10,0,0
ITA,1030,SVP,2016-05-14,2018,131,81,14,36
ITA,1030,SVP,2016-05-14,2019,39,30,6,3
ITA,1030,SVP,2016-05-14,2020,197,159,19,19
ITA,1030,SVP,2016-05-14,2021,155,145,4,6
ITA,1030,SVP,2016-05-14,2022,144,113,15,16
ITA,1030,SVP,2016-05-14,2023,150,61,68,21
ITA,1296,R,2016-07-29,2016,78,70,8,0
ITA,1296,R,2016-07-29,2017,179,133,41,5
ITA,1296,R,2016-07-29,2018,111,76,29,6
ITA,1296,R,2016-07-29,2019,152,119,19,14
ITA,1296,R,2016-07-29,2020,650,524,85,41
ITA,1296,R,2016-07-29,2021,767,600,77,90
ITA,1296,R,2016-07-29,2022,789,544,122,123
ITA,1296,R,2016-07-29,2023,600,358,105,137
ITA,1321,PRC,2016-12-14,2016,3,3,0,0
ITA,1321,PRC,2016-12-14,2017,23,23,0,0
ITA,1321,PRC,2016-12-14,2018,4,4,0,0
ITA,1321,PRC,2016-12-14,2019,9,9,0,0
ITA,1321,PRC,2016-12-14,2020,43,29,6,8
ITA,1321,PRC,2016-12-14,2021,177,137,17,23
ITA,1321,PRC,2016-12-14,2022,211,107,57,47
ITA,1321,PRC,2016-12-14,2023,328,209,84,35
ITA,1436,LN,2018-10-23,2018,238,187,10,41
ITA,1436,LN,2018-10-23,2019,2340,1534,636,170
ITA,1436,LN,2018-10-23,2020,2217,1550,446,221
ITA,1436,LN,2018-10-23,2021,2586,2069,230,287
ITA,1436,LN,2018-10-23,2022,1365,1106,156,103
ITA,1436,LN,2018-10-23,2023,1659,1356,197,106
ITA,1661,PdCI,2017-05-09,2017,185,180,4,1
ITA,1661,PdCI,2017-05-09,2018,86,75,2,9
ITA,1661,PdCI,2017-05-09,2019,70,48,7,15
ITA,1661,PdCI,2017-05-09,2020,304,286,8,10
ITA,1661,PdCI,2017-05-09,2021,241,234,2,5
ITA,1661,PdCI,2017-05-09,2022,406,393,9,4
ITA,1661,PdCI,2017-05-09,2023,199,194,1,4
ITA,2154,FdI,2012-12-27,2012,1,1,0,0
ITA,2154,FdI,2012-12-27,2013,46,46,0,0
ITA,2154,FdI,2012-12-27,2014,52,52,0,0
ITA,2154,FdI,2012-12-27,2015,106,106,0,0
ITA,2154,FdI,2012-12-27,2016,82,82,0,0
ITA,2154,FdI,2012-12-27,2017,35,32,3,0
ITA,2154,FdI,2012-12-27,2018,139,130,9,0
ITA,2154,FdI,2012-12-27,2019,414,322,51,41
ITA,2154,FdI,2012-12-27,2020,977,957,8,12
ITA,2154,FdI,2012-12-27,2021,1257,1195,58,4
ITA,2154,FdI,2012-12-27,2022,1565,1354,190,21
ITA,2154,FdI,2012-12-27,2023,1964,1540,386,38
ITA,2155,M5S,2014-04-28,2014,75,75,0,0
ITA,2155,M5S,2014-04-28,2015,73,71,2,0
ITA,2155,M5S,2014-04-28,2016,246,198,48,0
ITA,2155,M5S,2014-04-28,2017,206,158,34,14
ITA,2155,M5S,2014-04-28,2018,627,496,90,41
ITA,2155,M5S,2014-04-28,2019,1486,923,509,54
ITA,2155,M5S,2014-04-28,2020,2794,1670,1066,58
ITA,2155,M5S,2014-04-28,2021,2088,1579,470,39
ITA,2155,M5S,2014-04-28,2022,2029,1317,706,6
ITA,2155,M5S,2014-04-28,2023,1086,435,625,26
ITA,226,UC,2018-09-05,2018,19,17,0,2
ITA,226,UC,2018-09-05,2019,20,16,0,4
ITA,226,UC,2018-09-05,2020,184,163,13,8
ITA,226,UC,2018-09-05,2021,890,745,119,26
ITA,226,UC,2018-09-05,2022,1005,801,173,31
ITA,226,UC,2018-09-05,2023,382,266,66,50
ITA,2671,USEI,2017-04-30,2017,113,97,8,8
ITA,2671,USEI,2017-04-30,2018,395,321,67,7
ITA,2671,USEI,2017-04-30,2019,317,292,9,16
ITA,2671,USEI,2017-04-30,2020,385,332,43,10
ITA,2671,USEI,2017-04-30,2021,520,370,91,59
ITA,2671,USEI,2017-04-30,2022,476,385,61,30
ITA,2671,USEI,2017-04-30,2023,131,122,7,2
ITA,2737,EU,2017-12-17,2017,9,8,0,1
ITA,2737,EU,2017-12-17,2018,303,265,29,9
ITA,2737,EU,2017-12-17,2019,540,452,52,36
ITA,2737,EU,2017-12-17,2020,891,781,66,44
ITA,2737,EU,2017-12-17,2021,713,586,34,93
ITA,2737,EU,2017-12-17,2022,850,604,102,144
ITA,2737,EU,2017-12-17,2023,635,391,126,118
ITA,2794,IV,2019-09-17,2019,685,506,153,26
ITA,2794,IV,2019-09-17,2020,3049,2310,575,164
ITA,2794,IV,2019-09-17,2021,1939,1207,600,132
ITA,2794,IV,2019-09-17,2022,2509,1642,615,252
ITA,2794,IV,2019-09-17,2023,1325,853,338,134
ITA,382,PD,2013-09-01,2013,16,16,0,0
ITA,382,PD,2013-09-01,2014,58,45,13,0
ITA,382,PD,2013-09-01,2015,35,33,2,0
ITA,382,PD,2013-09-01,2016,18,17,1,0
ITA,382,PD,2013-09-01,2017,199,146,32,21
ITA,382,PD,2013-09-01,2018,226,138,48,40
ITA,382,PD,2013-09-01,2019,617,422,147,48
ITA,382,PD,2013-09-01,2020,1389,1299,50,40
ITA,382,PD,2013-09-01,2021,692,591,62,39
ITA,382,PD,2013-09-01,2022,814,457,257,100
ITA,382,PD,2013-09-01,2023,536,355,120,61
ITA,465,S,2020-06-08,2020,10,8,0,2
ITA,465,S,2020-06-08,2021,563,435,26,102
ITA,465,S,2020-06-08,2022,987,748,130,109
ITA,465,S,2020-06-08,2023,1005,773,160,72
ITA,596,FI-PdL,2017-04-19,2017,147,137,5,5
ITA,596,FI-PdL,2017-04-19,2018,522,379,121,22
ITA,596,FI-PdL,2017-04-19,2019,666,529,110,27
